temperature,pressure,humidity,gas,aqi,time_stamp_esp,time_stamp_server
34.13,1010,26.35,88,51665,66.66,2026-01-27T08:03:07.080522247Z
34.13,1010,26.33,89,51667,66.91,2026-01-27T08:03:08.925381887Z
34.13,1010,26.32,89,51668,66.4,2026-01-27T08:03:10.875763621Z
34.13,1010,26.32,88,51670,67.43,2026-01-27T08:03:13.020675789Z
34.12,1010,26.34,88,51673,65.63,2026-01-27T08:03:15.172133049Z
34.11,1010,26.37,87,51675,66.91,2026-01-27T08:03:17.383731631Z
34.1,1010,26.38,87,51677,67.95,2026-01-27T08:03:19.270190084Z
34.1,1010,26.4,87,51679,66.91,2026-01-27T08:03:21.421665593Z
34.09,1010,26.42,87,51681,66.91,2026-01-27T08:03:23.261278636Z
34.09,1010,26.42,87,51683,67.17,2026-01-27T08:03:25.208865975Z
34.09,1010,26.42,87,51685,66.4,2026-01-27T08:03:27.160194984Z
34.09,1010,26.42,87,51687,65.89,2026-01-27T08:03:29.204288015Z
34.08,1010,26.43,87,51689,66.91,2026-01-27T08:03:30.94478965Z
34.08,1010,26.44,87,51691,67.95,2026-01-27T08:03:33.303351864Z
34.07,1010,26.43,86,51693,66.14,2026-01-27T08:03:35.243329119Z
34.05,1010,26.48,85,51696,67.17,2026-01-27T08:03:38.1108628Z
34.05,1010,26.5,85,51698,67.43,2026-01-27T08:03:42.925148524Z
34.01,1010,26.66,79,51703,67.17,2026-01-27T08:03:44.971558423Z
33.99,1010,26.66,81,51704,67.69,2026-01-27T08:03:47.017536937Z
33.99,1010,26.62,81,51707,67.95,2026-01-27T08:03:49.270366345Z
33.98,1010,26.61,81,51709,67.43,2026-01-27T08:03:51.065329644Z
33.99,1010,26.57,83,51711,66.91,2026-01-27T08:03:53.165537661Z
33.99,1010,26.56,83,51713,67.43,2026-01-27T08:03:55.011633364Z
33.99,1010,26.56,84,51714,65.89,2026-01-27T08:03:57.262701297Z
33.99,1010,26.55,83,51717,65.38,2026-01-27T08:03:58.998454817Z
33.98,1010,26.58,83,51719,66.4,2026-01-27T08:04:01.460075634Z
33.99,1010,26.61,84,51721,66.4,2026-01-27T08:04:03.401978827Z
33.99,1010,26.64,84,51723,67.43,2026-01-27T08:04:05.764394271Z
33.99,1010,26.65,83,51725,67.69,2026-01-27T08:04:07.408885692Z
34.0,1010,26.66,84,51727,67.43,2026-01-27T08:04:09.443645585Z
33.99,1010,26.65,84,51729,66.91,2026-01-27T08:04:11.491172864Z
33.99,1010,26.64,84,51731,66.91,2026-01-27T08:04:13.641177759Z
34.0,1010,26.63,84,51733,69.01,2026-01-27T08:04:15.487650099Z
34.0,1010,26.63,85,51735,67.95,2026-01-27T08:04:17.329497676Z
34.01,1010,26.61,85,51737,67.43,2026-01-27T08:04:19.17501082Z
34.02,1010,26.59,86,51739,67.43,2026-01-27T08:04:20.865304753Z
34.02,1010,26.59,86,51741,66.4,2026-01-27T08:04:22.715790661Z
34.03,1010,26.57,87,51742,67.43,2026-01-27T08:04:24.500943046Z
34.04,1010,26.55,87,51744,65.63,2026-01-27T08:04:26.645512658Z
34.04,1010,26.53,87,51746,65.38,2026-01-27T08:04:28.394002136Z
34.04,1010,26.52,87,51748,67.43,2026-01-27T08:04:30.296277924Z
34.04,1010,26.51,87,51750,66.91,2026-01-27T08:04:32.181383039Z
34.04,1010,26.52,87,51752,65.89,2026-01-27T08:04:33.982360815Z
34.05,1010,26.51,88,51753,66.91,2026-01-27T08:04:35.721538754Z
34.05,1010,26.51,88,51755,66.14,2026-01-27T08:04:37.708380491Z
34.05,1010,26.5,88,51757,65.89,2026-01-27T08:04:39.553438694Z
34.05,1010,26.5,88,51759,66.66,2026-01-27T08:04:41.396181236Z
34.05,1010,26.49,88,51761,67.17,2026-01-27T08:04:43.13745427Z
34.06,1010,26.48,88,51763,65.63,2026-01-27T08:04:45.080303461Z
34.06,1010,26.46,89,51765,65.89,2026-01-27T08:04:46.785101127Z
34.06,1010,26.47,89,51766,66.4,2026-01-27T08:04:48.533772234Z
34.07,1010,26.47,89,51768,65.89,2026-01-27T08:04:50.179867781Z
34.07,1010,26.47,89,51770,65.89,2026-01-27T08:04:52.044951308Z
34.07,1010,26.48,89,51772,66.66,2026-01-27T08:04:54.193675407Z
34.06,1010,26.48,88,51774,65.13,2026-01-27T08:04:56.136513952Z
34.06,1010,26.48,88,51776,63.87,2026-01-27T08:04:57.980508579Z
34.06,1010,26.49,89,51777,65.38,2026-01-27T08:04:59.828654907Z
34.06,1010,26.5,89,51779,66.91,2026-01-27T08:05:01.774183594Z
34.06,1010,26.51,88,51781,65.89,2026-01-27T08:05:03.720812696Z
34.05,1010,26.5,88,51783,65.89,2026-01-27T08:05:05.61932946Z
34.05,1010,26.49,89,51785,65.38,2026-01-27T08:05:07.459126803Z
34.04,1010,26.48,88,51787,65.63,2026-01-27T08:05:09.760812271Z
34.04,1010,26.5,88,51789,65.38,2026-01-27T08:05:11.811323934Z
34.03,1010,26.49,88,51791,65.38,2026-01-27T08:05:13.8565441Z
34.03,1010,26.48,88,51793,65.89,2026-01-27T08:05:15.953662604Z
34.02,1010,26.49,87,51795,66.14,2026-01-27T08:05:17.805793287Z
34.02,1010,26.52,87,51798,65.38,2026-01-27T08:05:20.306460711Z
34.01,1010,26.54,86,51800,63.38,2026-01-27T08:05:22.208348084Z
34.01,1010,26.55,87,51802,65.89,2026-01-27T08:05:23.994857532Z
34.01,1010,26.54,87,51803,63.87,2026-01-27T08:05:25.834933265Z
34.01,1010,26.54,88,51805,65.63,2026-01-27T08:05:27.882448753Z
34.01,1010,26.55,87,51807,65.13,2026-01-27T08:05:29.827909324Z
34.0,1010,26.57,88,51809,65.13,2026-01-27T08:05:31.732069502Z
34.0,1010,26.58,88,51811,66.4,2026-01-27T08:05:33.615860923Z
34.0,1010,26.59,88,51813,65.89,2026-01-27T08:05:35.770974885Z
33.99,1010,26.61,87,51815,65.63,2026-01-27T08:05:37.710664375Z
33.99,1010,26.61,87,51817,65.89,2026-01-27T08:05:39.661949321Z
33.99,1010,26.61,87,51819,66.14,2026-01-27T08:05:41.499922617Z
33.99,1010,26.59,88,51821,63.87,2026-01-27T08:05:43.205723023Z
34.0,1010,26.59,88,51823,65.38,2026-01-27T08:05:44.98614161Z
34.0,1010,26.57,88,51824,63.62,2026-01-27T08:05:46.828954805Z
34.0,1010,26.56,89,51826,65.13,2026-01-27T08:05:48.873201925Z
34.0,1010,26.58,88,51828,65.89,2026-01-27T08:05:50.822814355Z
33.99,1010,26.62,87,51831,65.38,2026-01-27T08:05:53.072057435Z
33.98,1010,26.63,87,51833,64.12,2026-01-27T08:05:55.124874173Z
33.98,1010,26.64,87,51835,65.89,2026-01-27T08:05:56.962564859Z
33.97,1010,26.64,87,51836,63.87,2026-01-27T08:05:58.668255242Z
33.97,1010,26.64,88,51838,63.87,2026-01-27T08:06:00.964716952Z
33.97,1010,26.66,87,51840,66.14,2026-01-27T08:06:02.727933241Z
33.97,1010,26.66,88,51842,66.14,2026-01-27T08:06:04.3804588Z
33.97,1010,26.66,88,51844,65.89,2026-01-27T08:06:06.3870269Z
33.97,1010,26.65,88,51846,65.89,2026-01-27T08:06:08.335913172Z
33.96,1010,26.66,88,51848,65.38,2026-01-27T08:06:10.381469644Z
33.96,1010,26.67,88,51850,65.89,2026-01-27T08:06:12.32699472Z
33.96,1010,26.7,88,51852,63.38,2026-01-27T08:06:14.17009333Z
33.96,1010,26.7,88,51854,63.87,2026-01-27T08:06:16.316847006Z
33.94,1010,26.74,86,51857,65.63,2026-01-27T08:06:19.184669347Z
33.92,1010,26.76,85,51859,65.38,2026-01-27T08:06:21.854738366Z
33.9,1010,26.81,84,51862,63.13,2026-01-27T08:06:24.060725087Z
33.89,1010,26.83,85,51864,63.38,2026-01-27T08:06:27.070429534Z
33.87,1010,26.87,82,51867,65.89,2026-01-27T08:06:29.118338403Z
33.86,1010,26.87,83,51869,65.38,2026-01-27T08:06:31.072426518Z
33.86,1010,26.85,84,51871,65.13,2026-01-27T08:06:33.007677267Z
33.86,1010,26.83,84,51873,63.87,2026-01-27T08:06:34.700650575Z
33.87,1010,26.8,86,51874,65.89,2026-01-27T08:06:36.488929056Z
33.87,1010,26.8,86,51876,63.87,2026-01-27T08:06:38.189140329Z
33.88,1010,26.8,87,51878,63.62,2026-01-27T08:06:40.280011151Z
33.88,1010,26.8,86,51880,63.87,2026-01-27T08:06:43.146256118Z
33.86,1010,26.86,84,51883,63.38,2026-01-27T08:06:45.199428523Z
33.85,1010,26.87,85,51885,65.89,2026-01-27T08:06:50.927542804Z
33.81,1010,27.11,78,51890,63.13,2026-01-27T08:06:52.872958612Z
33.79,1010,27.11,79,51892,65.89,2026-01-27T08:06:54.617923746Z
33.79,1010,27.11,80,51894,65.89,2026-01-27T08:06:56.355431155Z
33.79,1010,27.1,81,51896,65.89,2026-01-27T08:06:58.30213772Z
33.79,1010,27.09,82,51898,63.87,2026-01-27T08:07:00.14973187Z
33.79,1010,27.1,83,51900,62.88,2026-01-27T08:07:02.147219121Z
33.8,1010,27.09,83,51902,65.63,2026-01-27T08:07:04.036887726Z
33.81,1010,27.08,84,51903,62.88,2026-01-27T08:07:05.881444518Z
33.81,1010,27.06,84,51905,65.89,2026-01-27T08:07:07.823809975Z
33.82,1010,27.05,85,51907,63.38,2026-01-27T08:07:09.62827539Z
33.83,1010,27.05,85,51909,65.38,2026-01-27T08:07:11.411774382Z
33.83,1010,27.02,85,51911,62.88,2026-01-27T08:07:13.355680582Z
33.84,1010,27.01,86,51913,63.13,2026-01-27T08:07:15.307708854Z
33.84,1010,27.02,86,51915,65.63,2026-01-27T08:07:17.048374074Z
33.84,1010,27.03,86,51917,63.38,2026-01-27T08:07:19.09236267Z
33.85,1010,27.03,86,51919,63.38,2026-01-27T08:07:20.79554826Z
33.84,1010,27.03,86,51921,65.38,2026-01-27T08:07:22.9773746Z
33.85,1010,27.03,86,51922,65.38,2026-01-27T08:07:25.341604665Z
33.84,1010,27.05,85,51925,63.87,2026-01-27T08:07:27.081576177Z
33.84,1010,27.05,86,51927,62.39,2026-01-27T08:07:30.04627571Z
33.83,1010,27.08,84,51930,63.38,2026-01-27T08:07:31.885789682Z
33.82,1010,27.08,85,51931,63.38,2026-01-27T08:07:33.836720073Z
33.82,1010,27.06,85,51933,63.87,2026-01-27T08:07:35.680966105Z
33.83,1010,27.04,85,51935,65.38,2026-01-27T08:07:37.631339015Z
33.83,1010,27.03,86,51937,62.88,2026-01-27T08:07:39.422761176Z
33.83,1010,27.0,87,51939,62.64,2026-01-27T08:07:41.207400195Z
33.84,1010,26.98,87,51941,62.15,2026-01-27T08:07:43.564254968Z
33.83,1010,27.0,86,51943,63.87,2026-01-27T08:07:45.264575464Z
33.84,1010,26.99,87,51945,62.88,2026-01-27T08:07:46.943717027Z
33.85,1010,26.97,87,51946,63.62,2026-01-27T08:07:48.79435676Z
33.85,1010,26.96,87,51948,63.38,2026-01-27T08:07:50.730983981Z
33.85,1010,26.95,87,51950,62.39,2026-01-27T08:07:52.482177535Z
33.85,1010,26.94,87,51952,63.38,2026-01-27T08:07:54.524456518Z
33.85,1010,26.95,87,51954,63.38,2026-01-27T08:07:57.490056834Z
33.82,1010,27.01,85,51957,63.87,2026-01-27T08:07:59.387130552Z
33.81,1010,27.02,85,51959,63.62,2026-01-27T08:08:01.691957926Z
33.8,1010,27.02,85,51961,61.67,2026-01-27T08:08:04.04295691Z
33.79,1010,27.05,84,51964,62.15,2026-01-27T08:08:06.140197462Z
33.78,1010,27.06,84,51966,62.88,2026-01-27T08:08:08.245321051Z
33.76,1010,27.11,82,51969,63.38,2026-01-27T08:08:11.517546616Z
33.75,1010,27.12,82,51971,62.15,2026-01-27T08:08:13.175220192Z
33.75,1010,27.11,84,51973,62.39,2026-01-27T08:08:15.099726619Z
33.75,1010,27.13,84,51975,63.38,2026-01-27T08:08:16.910121031Z
33.76,1010,27.1,85,51976,63.38,2026-01-27T08:08:18.888351382Z
33.76,1010,27.1,85,51978,63.62,2026-01-27T08:08:20.734774177Z
33.76,1010,27.1,86,51980,63.13,2026-01-27T08:08:22.676281095Z
33.76,1010,27.11,85,51982,63.13,2026-01-27T08:08:24.478898493Z
33.77,1010,27.11,86,51984,62.88,2026-01-27T08:08:26.262304272Z
33.77,1010,27.11,86,51986,62.39,2026-01-27T08:08:28.514677531Z
33.77,1010,27.12,86,51988,62.88,2026-01-27T08:08:30.420019046Z
33.77,1010,27.12,85,51990,62.88,2026-01-27T08:08:32.254543543Z
33.77,1010,27.12,86,51992,63.13,2026-01-27T08:08:33.897165201Z
33.78,1010,27.11,87,51993,61.91,2026-01-27T08:08:35.686444995Z
33.78,1010,27.1,87,51995,62.64,2026-01-27T08:08:38.051216097Z
33.77,1010,27.11,86,51998,62.39,2026-01-27T08:08:40.905390476Z
33.75,1010,27.17,85,52000,62.64,2026-01-27T08:08:43.261915167Z
33.73,1010,27.23,83,52003,62.39,2026-01-27T08:08:48.379890377Z
33.69,1010,27.36,78,52008,62.88,2026-01-27T08:08:50.229142863Z
33.68,1010,27.36,80,52010,62.88,2026-01-27T08:08:52.036043869Z
33.68,1010,27.33,81,52011,61.91,2026-01-27T08:08:54.116131796Z
33.67,1010,27.31,80,52014,61.91,2026-01-27T08:08:56.269507102Z
33.67,1010,27.28,82,52016,63.13,2026-01-27T08:08:58.21084665Z
33.67,1010,27.27,82,52018,61.91,2026-01-27T08:09:00.36033667Z
33.67,1010,27.26,82,52020,61.91,2026-01-27T08:09:02.307861459Z
33.68,1010,27.25,83,52022,63.62,2026-01-27T08:09:04.046440886Z
33.69,1010,27.22,84,52024,63.38,2026-01-27T08:09:06.000916337Z
33.69,1010,27.2,84,52025,62.64,2026-01-27T08:09:07.698771561Z
33.71,1010,27.2,85,52027,62.15,2026-01-27T08:09:09.577727591Z
33.71,1010,27.21,85,52029,61.67,2026-01-27T08:09:11.425178492Z
33.72,1010,27.2,86,52031,61.67,2026-01-27T08:09:13.263068952Z
33.72,1010,27.2,86,52033,60.94,2026-01-27T08:09:15.519486824Z
33.72,1010,27.21,85,52035,63.38,2026-01-27T08:09:17.462792671Z
33.72,1010,27.22,85,52037,61.42,2026-01-27T08:09:19.307534002Z
33.72,1010,27.23,86,52039,61.67,2026-01-27T08:09:21.351839805Z
33.72,1010,27.25,85,52041,62.15,2026-01-27T08:09:23.405682229Z
33.71,1010,27.26,85,52043,61.91,2026-01-27T08:09:25.559768023Z
33.71,1010,27.26,85,52045,62.15,2026-01-27T08:09:27.398990978Z
33.72,1010,27.26,85,52047,62.64,2026-01-27T08:09:29.092120144Z
33.73,1010,27.24,86,52049,63.62,2026-01-27T08:09:30.748901772Z
33.74,1010,27.22,87,52050,61.42,2026-01-27T08:09:32.413852163Z
33.75,1010,27.21,87,52052,62.64,2026-01-27T08:09:34.157453739Z
33.76,1010,27.19,88,52054,62.64,2026-01-27T08:09:35.999915029Z
33.76,1010,27.18,88,52055,61.91,2026-01-27T08:09:37.840153237Z
33.76,1010,27.17,88,52057,61.42,2026-01-27T08:09:39.784997426Z
33.76,1010,27.2,87,52060,61.91,2026-01-27T08:09:42.151749455Z
33.75,1010,27.21,87,52062,62.15,2026-01-27T08:09:43.986270344Z
33.75,1010,27.22,87,52063,61.42,2026-01-27T08:09:45.828487735Z
33.75,1010,27.23,87,52065,61.91,2026-01-27T08:09:47.573047275Z
33.76,1010,27.21,87,52067,62.15,2026-01-27T08:09:49.416432369Z
33.76,1010,27.21,88,52069,61.67,2026-01-27T08:09:51.355814475Z
33.76,1010,27.2,87,52071,62.39,2026-01-27T08:09:53.263551745Z
33.76,1010,27.19,87,52073,62.39,2026-01-27T08:09:55.457487575Z
33.76,1010,27.2,87,52075,62.39,2026-01-27T08:09:57.295407089Z
33.76,1010,27.2,87,52077,62.15,2026-01-27T08:09:59.005675209Z
33.76,1010,27.2,88,52079,61.91,2026-01-27T08:10:00.881357697Z
33.76,1010,27.18,88,52080,62.15,2026-01-27T08:10:02.711359896Z
33.76,1010,27.18,87,52083,61.91,2026-01-27T08:10:05.179165356Z
33.75,1010,27.17,86,52085,62.15,2026-01-27T08:10:07.127556258Z
33.75,1010,27.19,87,52087,61.18,2026-01-27T08:10:08.824616709Z
33.75,1010,27.19,87,52088,61.18,2026-01-27T08:10:10.567058898Z
33.75,1010,27.21,87,52090,62.64,2026-01-27T08:10:13.583387463Z
33.73,1010,27.26,85,52093,62.88,2026-01-27T08:10:15.521307007Z
33.72,1010,27.29,85,52095,63.13,2026-01-27T08:10:17.370547264Z
33.71,1010,27.3,86,52097,61.42,2026-01-27T08:10:19.416379878Z
33.71,1010,27.3,85,52099,61.91,2026-01-27T08:10:21.261607091Z
33.71,1010,27.32,86,52101,62.88,2026-01-27T08:10:23.10357278Z
33.71,1010,27.31,87,52103,62.64,2026-01-27T08:10:24.799890965Z
33.71,1010,27.29,87,52104,62.88,2026-01-27T08:10:26.456535432Z
33.72,1010,27.28,88,52106,62.39,2026-01-27T08:10:28.433269271Z
33.72,1010,27.26,88,52108,61.91,2026-01-27T08:10:30.174452525Z
33.72,1010,27.25,88,52110,61.91,2026-01-27T08:10:32.114302977Z
33.71,1010,27.22,88,52112,61.42,2026-01-27T08:10:34.059454806Z
33.71,1010,27.24,88,52114,62.15,2026-01-27T08:10:35.904235043Z
33.7,1010,27.23,88,52115,61.91,2026-01-27T08:10:37.846196338Z
33.7,1010,27.22,88,52117,62.15,2026-01-27T08:10:39.694553783Z
33.7,1010,27.24,88,52119,60.94,2026-01-27T08:10:41.531513917Z
33.69,1010,27.24,88,52121,61.67,2026-01-27T08:10:43.343425865Z
33.69,1010,27.25,89,52123,61.91,2026-01-27T08:10:44.993267919Z
33.7,1010,27.27,89,52124,61.18,2026-01-27T08:10:46.759901006Z
33.69,1010,27.25,89,52126,61.91,2026-01-27T08:10:48.807937069Z
33.69,1010,27.27,89,52128,63.13,2026-01-27T08:10:50.646827621Z
33.68,1010,27.27,89,52130,60.94,2026-01-27T08:10:52.488827383Z
33.68,1010,27.26,89,52132,61.91,2026-01-27T08:10:54.231830176Z
33.68,1010,27.24,90,52134,61.91,2026-01-27T08:10:56.078903645Z
33.67,1010,27.21,89,52136,61.18,2026-01-27T08:10:57.922378377Z
33.67,1010,27.21,89,52137,62.15,2026-01-27T08:10:59.719331576Z
33.66,1010,27.21,89,52139,61.18,2026-01-27T08:11:01.654551929Z
33.66,1010,27.2,90,52141,60.7,2026-01-27T08:11:03.444528334Z
33.65,1010,27.19,90,52143,61.91,2026-01-27T08:11:05.293129537Z
33.64,1010,27.21,90,52145,60.94,2026-01-27T08:11:06.984463227Z
33.64,1010,27.19,90,52146,62.39,2026-01-27T08:11:08.874897228Z
33.63,1010,27.18,90,52149,61.67,2026-01-27T08:11:10.774762857Z
33.62,1010,27.17,90,52150,61.91,2026-01-27T08:11:12.764014094Z
33.61,1010,27.17,90,52152,60.94,2026-01-27T08:11:14.43549203Z
33.6,1010,27.17,90,52154,59.76,2026-01-27T08:11:16.302072069Z
33.59,1010,27.18,90,52156,59.99,2026-01-27T08:11:18.296519729Z
33.57,1010,27.18,90,52158,59.99,2026-01-27T08:11:20.001708347Z
33.57,1010,27.18,90,52159,61.91,2026-01-27T08:11:21.648294971Z
33.56,1010,27.17,91,52161,61.67,2026-01-27T08:11:23.30377256Z
33.55,1010,27.18,92,52163,61.18,2026-01-27T08:11:25.056155868Z
33.54,1010,27.2,91,52165,61.91,2026-01-27T08:11:26.954675349Z
33.53,1010,27.21,91,52166,61.18,2026-01-27T08:11:28.594705119Z
33.52,1010,27.23,92,52168,60.94,2026-01-27T08:11:30.242241125Z
33.51,1010,27.25,92,52170,61.18,2026-01-27T08:11:32.224877734Z
33.5,1010,27.27,91,52172,61.18,2026-01-27T08:11:33.961747885Z
33.49,1010,27.3,92,52173,62.64,2026-01-27T08:11:35.905433792Z
33.47,1010,27.33,91,52175,60.7,2026-01-27T08:11:37.653657364Z
33.46,1010,27.35,92,52177,59.76,2026-01-27T08:11:39.302301739Z
33.46,1010,27.35,92,52179,60.94,2026-01-27T08:11:41.232640961Z
33.44,1010,27.37,92,52181,61.18,2026-01-27T08:11:43.074122669Z
33.43,1010,27.37,91,52183,59.52,2026-01-27T08:11:44.918096186Z
33.42,1010,27.38,91,52184,59.76,2026-01-27T08:11:46.627954582Z
33.41,1010,27.41,92,52186,60.94,2026-01-27T08:11:48.358665798Z
33.4,1010,27.42,92,52188,59.99,2026-01-27T08:11:50.242217454Z
33.39,1010,27.45,92,52190,61.91,2026-01-27T08:11:51.989573585Z
33.38,1010,27.46,92,52191,61.67,2026-01-27T08:11:53.726624483Z
33.37,1010,27.46,92,52193,61.42,2026-01-27T08:11:55.567910997Z
33.36,1010,27.49,91,52195,60.7,2026-01-27T08:11:57.37228229Z
33.35,1010,27.52,92,52197,59.05,2026-01-27T08:11:59.155371727Z
33.34,1010,27.54,92,52199,60.94,2026-01-27T08:12:01.004512737Z
33.33,1010,27.56,92,52200,62.39,2026-01-27T08:12:02.703158333Z
33.33,1010,27.57,92,52202,60.94,2026-01-27T08:12:04.578711501Z
33.32,1010,27.6,91,52204,61.91,2026-01-27T08:12:06.428716926Z
33.31,1010,27.63,91,52206,61.91,2026-01-27T08:12:08.473135094Z
33.29,1010,27.68,91,52208,59.76,2026-01-27T08:12:10.217091008Z
33.28,1010,27.72,91,52210,59.99,2026-01-27T08:12:12.25837565Z
33.27,1010,27.76,90,52212,61.18,2026-01-27T08:12:14.416351234Z
33.25,1010,27.79,90,52214,60.7,2026-01-27T08:12:16.154129339Z
33.25,1010,27.83,90,52216,59.99,2026-01-27T08:12:18.100089171Z
33.24,1010,27.83,90,52218,59.99,2026-01-27T08:12:20.247092121Z
33.22,1010,27.84,89,52220,60.94,2026-01-27T08:12:22.095874652Z
33.22,1010,27.85,90,52222,60.7,2026-01-27T08:12:23.934701228Z
33.21,1010,27.86,90,52223,59.29,2026-01-27T08:12:25.774568717Z
33.2,1010,27.88,90,52225,59.76,2026-01-27T08:12:28.029682945Z
33.19,1010,27.91,89,52228,61.42,2026-01-27T08:12:30.388251361Z
33.18,1010,27.95,88,52230,59.76,2026-01-27T08:12:32.103251267Z
33.18,1010,27.96,89,52232,61.18,2026-01-27T08:12:33.757523143Z
33.19,1010,27.96,89,52233,59.52,2026-01-27T08:12:35.502181797Z
33.19,1010,27.96,90,52235,60.94,2026-01-27T08:12:37.348932302Z
33.19,1010,27.97,89,52237,60.94,2026-01-27T08:12:39.239989245Z
33.19,1010,27.96,90,52239,59.76,2026-01-27T08:12:40.930412783Z
33.19,1010,27.97,90,52241,61.18,2026-01-27T08:12:42.734768439Z
33.2,1010,27.95,90,52242,60.7,2026-01-27T08:12:44.514008075Z
33.2,1010,27.96,90,52244,61.67,2026-01-27T08:12:46.464147812Z
33.2,1010,27.98,90,52246,59.99,2026-01-27T08:12:51.481800535Z
33.16,1010,28.13,83,52251,61.42,2026-01-27T08:12:53.321352303Z
33.14,1010,28.14,84,52253,61.67,2026-01-27T08:12:55.369604464Z
33.14,1010,28.13,85,52255,59.99,2026-01-27T08:12:57.218721417Z
33.13,1010,28.12,86,52257,59.99,2026-01-27T08:12:59.057669282Z
33.14,1010,28.1,85,52259,59.99,2026-01-27T08:13:01.003017047Z
33.14,1010,28.08,86,52260,59.05,2026-01-27T08:13:02.746557034Z
33.15,1010,28.05,87,52262,61.18,2026-01-27T08:13:04.452437947Z
33.16,1010,28.04,88,52264,60.94,2026-01-27T08:13:07.455613333Z
33.15,1010,28.08,85,52267,59.76,2026-01-27T08:13:09.499738417Z
33.14,1010,28.1,86,52269,59.76,2026-01-27T08:13:11.344045232Z
33.14,1010,28.12,86,52271,61.42,2026-01-27T08:13:13.18988402Z
33.15,1010,28.11,87,52273,60.94,2026-01-27T08:13:15.034557752Z
33.16,1010,28.1,87,52275,59.76,2026-01-27T08:13:16.873912759Z
33.16,1010,28.1,87,52276,58.82,2026-01-27T08:13:18.823787915Z
33.17,1010,28.09,88,52278,59.29,2026-01-27T08:13:20.768262792Z
33.17,1010,28.08,88,52280,61.42,2026-01-27T08:13:22.664498276Z
33.18,1010,28.07,88,52282,59.76,2026-01-27T08:13:24.554262399Z
33.18,1010,28.08,88,52284,60.7,2026-01-27T08:13:26.394756536Z
33.18,1010,28.08,88,52286,59.05,2026-01-27T08:13:28.348932101Z
33.18,1010,28.07,88,52288,59.05,2026-01-27T08:13:30.183472188Z
33.19,1010,28.06,88,52290,59.99,2026-01-27T08:13:32.037010198Z
33.19,1010,28.06,88,52292,60.94,2026-01-27T08:13:34.076524899Z
33.19,1010,28.05,89,52294,59.52,2026-01-27T08:13:35.923563543Z
33.19,1010,28.07,88,52296,59.29,2026-01-27T08:13:37.817385858Z
33.19,1010,28.07,89,52297,59.52,2026-01-27T08:13:39.48068042Z
33.2,1010,28.08,88,52299,59.05,2026-01-27T08:13:41.408095294Z
33.2,1010,28.06,88,52301,59.99,2026-01-27T08:13:43.60125643Z
33.19,1010,28.11,88,52303,59.05,2026-01-27T08:13:45.49777698Z
33.19,1010,28.11,88,52305,59.05,2026-01-27T08:13:47.148143543Z
33.2,1010,28.12,89,52307,59.99,2026-01-27T08:13:48.931109271Z
33.21,1010,28.09,89,52308,59.05,2026-01-27T08:13:50.92949488Z
33.2,1010,28.09,89,52311,60.94,2026-01-27T08:13:52.921556896Z
33.2,1010,28.1,88,52313,59.05,2026-01-27T08:13:55.077370403Z
33.2,1010,28.11,88,52315,59.05,2026-01-27T08:13:56.914348338Z
33.2,1010,28.11,88,52316,59.99,2026-01-27T08:13:58.857213484Z
33.2,1010,28.12,88,52318,59.99,2026-01-27T08:14:01.931511783Z
33.18,1010,28.17,86,52321,60.23,2026-01-27T08:14:03.732769585Z
33.19,1010,28.18,87,52323,59.52,2026-01-27T08:14:05.614944823Z
33.19,1010,28.18,87,52325,60.94,2026-01-27T08:14:07.314881368Z
33.15,1010,28.36,80,52333,58.59,2026-01-27T08:14:15.653278861Z
33.13,1010,28.36,81,52335,61.18,2026-01-27T08:14:17.599561238Z
33.13,1010,28.32,82,52337,59.05,2026-01-27T08:14:19.343552377Z
33.13,1010,28.3,83,52339,59.76,2026-01-27T08:14:20.989799806Z
33.14,1010,28.27,84,52340,57.89,2026-01-27T08:14:22.719284066Z
33.15,1010,28.23,85,52342,58.82,2026-01-27T08:14:24.559475162Z
33.16,1010,28.21,85,52344,59.29,2026-01-27T08:14:26.402891426Z
33.17,1010,28.2,86,52346,59.52,2026-01-27T08:14:28.457378683Z
33.17,1010,28.21,86,52348,58.82,2026-01-27T08:14:30.292929633Z
33.18,1010,28.22,86,52350,59.05,2026-01-27T08:14:33.161187325Z
33.17,1010,28.26,83,52353,59.99,2026-01-27T08:14:35.010224999Z
33.17,1010,28.25,85,52355,59.76,2026-01-27T08:14:37.157095719Z
33.17,1010,28.25,85,52357,58.12,2026-01-27T08:14:38.806326229Z
33.19,1010,28.22,86,52358,59.76,2026-01-27T08:14:40.737833456Z
33.19,1010,28.18,86,52360,59.99,2026-01-27T08:14:42.486693608Z
33.2,1010,28.16,87,52362,60.94,2026-01-27T08:14:44.428151077Z
33.21,1010,28.13,87,52364,58.59,2026-01-27T08:14:46.117806002Z
33.22,1010,28.12,88,52366,58.59,2026-01-27T08:14:47.908178382Z
33.22,1010,28.11,87,52368,58.36,2026-01-27T08:14:50.159393799Z
33.23,1010,28.12,87,52370,57.89,2026-01-27T08:14:52.002343368Z
33.23,1010,28.13,87,52371,58.36,2026-01-27T08:14:53.754056811Z
33.24,1010,28.13,88,52373,58.59,2026-01-27T08:14:55.592056381Z
33.24,1010,28.12,87,52375,58.82,2026-01-27T08:14:57.738175025Z
33.25,1010,28.13,87,52377,57.67,2026-01-27T08:14:59.584530898Z
